Name of Painter,Subject of Painting,Style,Medium,Size,Frame,Location,Price ($),Delivery (days),Shipment,Color Palette,Copy or Original,Print or Real,Recommended Environment,Mood/Atmosphere,Theme/Lighting Requirements,Reproduction Type,Target Audience,Date
Claude,Wildlife,Cubism,Oil,"30""x40""",Yes,Chicago,581,3,Standard,Earthy Tones,Copy,Print,Office,Joyful,Natural Light,Lithograph,Young Professionals,2025-06-29
Olivia,Fantasy,Abstract Expressionism,Oil,"16""x20""",Yes,Vancouver,404,4,Standard,Cool Tones,Original,Print,Gallery,Reflective,Dim Light,,Art Collectors,2025-06-30
Emma,Still Life,Impressionism,Mixed Media,"30""x40""",Yes,Los Angeles,943,7,Standard,Neutral Tones,Original,Real,Office,Relaxing,Bright Light,Giclée,Interior Designers,2025-07-01
Noah,Seascape,Cubism,Oil,"30""x40""",No,New York,696,4,Standard,Earthy Tones,Copy,Print,Kid Room,Energetic,Dim Light,Screen Print,Corporate Clients,2025-07-02
Ava,Seascape,Cubism,Mixed Media,"24""x36""",Yes,Los Angeles,149,7,Express,Warm Tones,Original,Real,Bedroom,Reflective,Natural Light,Lithograph,Families,2025-07-03
Jija,Landscape,Impressionism,Watercolor,"24""x36""",Yes,Montreal,576,7,Free Shipping,Warm Tones,Copy,Real,Gallery,Energetic,Natural Light,Screen Print,Corporate Clients,2025-07-04
Frida,Seascape,Cubism,Mixed Media,"30""x40""",Yes,Miami,704,9,Standard,Oceanic Tones,Original,Real,Gallery,Reflective,Dim Light,Lithograph,Corporate Clients,2025-07-05
Leonardo,Still Life,Cubism,Oil,"16""x20""",No,Chicago,918,4,Standard,Neutral Tones,Original,Print,Gallery,Energetic,Natural Light,Giclée,Young Professionals,2025-07-06
Leonardo,Still Life,Modern,Watercolor,"20""x30""",No,Miami,719,3,Free Shipping,Warm Tones,Original,Print,Office,Calming,Natural Light,Screen Print,Art Collectors,2025-07-07
Pablo,Portrait,Modern,Charcoal,"24""x36""",No,Vancouver,715,3,Free Shipping,Earthy Tones,Original,Print,Office,Reflective,Natural Light,,Corporate Clients,2025-07-08
Vincent,Landscape,Surrealism,Watercolor,"16""x20""",Yes,Calgary,848,10,Express,Cool Tones,Original,Print,Gallery,Calming,Natural Light,Lithograph,Young Professionals,2025-07-09
Olivia,Fantasy,Realism,Oil,"18""x24""",Yes,Vancouver,879,4,Free Shipping,Warm Tones,Copy,Print,Living Room,Energetic,Natural Light,Lithograph,Art Collectors,2025-07-10
Jija,Still Life,Impressionism,Watercolor,"20""x30""",Yes,Montreal,515,5,Free Shipping,Cool Tones,Original,Real,Bedroom,Joyful,Bright Light,Lithograph,Interior Designers,2025-07-11
Vincent,Still Life,Modern,Acrylic,"16""x20""",No,Los Angeles,680,9,Standard,Warm Tones,Original,Real,Bedroom,Relaxing,Dim Light,Screen Print,Interior Designers,2025-07-12
Vincent,Still Life,Surrealism,Mixed Media,"30""x40""",No,Toronto,938,10,Standard,Neutral Tones,Copy,Print,Kid Room,Relaxing,Natural Light,Fine Art Print,Young Professionals,2025-07-13
Olivia,Abstract,Modern,Oil,"24""x36""",No,Calgary,505,3,Standard,Oceanic Tones,Copy,Print,Living Room,Relaxing,Dim Light,Giclée,Art Collectors,2025-07-14
Noah,Portrait,Modern,Charcoal,"24""x36""",Yes,Vancouver,221,9,Standard,Warm Tones,Copy,Real,Office,Relaxing,Natural Light,Giclée,Families,2025-07-15
Vincent,Landscape,Abstract Expressionism,Acrylic,"16""x20""",Yes,Montreal,605,9,Standard,Neutral Tones,Original,Real,Bedroom,Calming,Dim Light,,Families,2025-07-16
Noah,Seascape,Realism,Watercolor,"18""x24""",Yes,New York,715,5,Standard,Oceanic Tones,Copy,Print,Office,Reflective,Natural Light,Lithograph,Art Collectors,2025-07-17
Ava,Still Life,Cubism,Oil,"24""x36""",Yes,Toronto,231,5,Free Shipping,Earthy Tones,Original,Real,Bedroom,Energetic,Dim Light,Giclée,Interior Designers,2025-07-18
Noah,Landscape,Surrealism,Acrylic,"20""x30""",No,Toronto,868,4,Free Shipping,Neutral Tones,Copy,Print,Bedroom,Calming,Dim Light,Giclée,Corporate Clients,2025-07-19
Jija,Still Life,Surrealism,Watercolor,"24""x36""",No,Montreal,450,4,Standard,Earthy Tones,Copy,Print,Kid Room,Reflective,Dim Light,,Families,2025-07-20
Ava,Seascape,Realism,Acrylic,"16""x20""",Yes,Vancouver,299,6,Standard,Neutral Tones,Original,Print,Bedroom,Joyful,Natural Light,Screen Print,Art Collectors,2025-07-21
Leonardo,Wildlife,Impressionism,Acrylic,"20""x30""",Yes,Calgary,222,10,Free Shipping,Cool Tones,Original,Print,Gallery,Energetic,Natural Light,Screen Print,Art Collectors,2025-07-22
Noah,Landscape,Realism,Charcoal,"18""x24""",No,Miami,231,4,Free Shipping,Warm Tones,Original,Real,Bedroom,Calming,Dim Light,Lithograph,Interior Designers,2025-07-23
Emma,Wildlife,Modern,Charcoal,"24""x36""",No,Chicago,396,8,Free Shipping,Neutral Tones,Copy,Print,Gallery,Calming,Natural Light,Lithograph,Corporate Clients,2025-07-24
Leonardo,Seascape,Impressionism,Acrylic,"16""x20""",Yes,Montreal,130,3,Express,Earthy Tones,Copy,Real,Kid Room,Reflective,Dim Light,,Families,2025-07-25
Jija,Seascape,Surrealism,Watercolor,"30""x40""",Yes,Montreal,704,4,Express,Oceanic Tones,Copy,Print,Living Room,Calming,Natural Light,Giclée,Art Collectors,2025-07-26
Leonardo,Fantasy,Impressionism,Acrylic,"24""x36""",Yes,Chicago,469,9,Standard,Oceanic Tones,Original,Print,Gallery,Calming,Dim Light,Giclée,Interior Designers,2025-07-27
Leonardo,Seascape,Cubism,Charcoal,"30""x40""",No,Calgary,640,7,Express,Oceanic Tones,Original,Real,Bedroom,Reflective,Bright Light,,Interior Designers,2025-07-28
Emma,Portrait,Surrealism,Mixed Media,"18""x24""",No,New York,868,10,Free Shipping,Warm Tones,Copy,Real,Gallery,Reflective,Natural Light,,Interior Designers,2025-07-29
Vincent,Wildlife,Modern,Mixed Media,"16""x20""",Yes,New York,848,5,Free Shipping,Earthy Tones,Copy,Print,Office,Calming,Natural Light,Screen Print,Corporate Clients,2025-07-30
Pablo,Portrait,Surrealism,Acrylic,"24""x36""",Yes,Vancouver,127,3,Standard,Earthy Tones,Original,Real,Bedroom,Energetic,Bright Light,Lithograph,Families,2025-07-31
Frida,Abstract,Surrealism,Watercolor,"18""x24""",Yes,Toronto,157,4,Free Shipping,Oceanic Tones,Copy,Real,Bedroom,Relaxing,Natural Light,Lithograph,Families,2025-08-01
Noah,Still Life,Modern,Charcoal,"18""x24""",Yes,Vancouver,909,9,Express,Cool Tones,Original,Real,Office,Energetic,Dim Light,Screen Print,Interior Designers,2025-08-02
Olivia,Seascape,Abstract Expressionism,Watercolor,"16""x20""",Yes,Miami,171,7,Free Shipping,Earthy Tones,Copy,Print,Office,Energetic,Bright Light,Giclée,Young Professionals,2025-08-03
Liam,Wildlife,Impressionism,Acrylic,"16""x20""",Yes,Miami,918,10,Express,Cool Tones,Original,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Young Professionals,2025-08-04
Ava,Wildlife,Abstract Expressionism,Oil,"20""x30""",Yes,Los Angeles,854,10,Express,Earthy Tones,Original,Real,Gallery,Reflective,Bright Light,Lithograph,Families,2025-08-05
Liam,Seascape,Abstract Expressionism,Oil,"16""x20""",No,Los Angeles,352,5,Standard,Earthy Tones,Copy,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Young Professionals,2025-08-06
Vincent,Abstract,Cubism,Oil,"24""x36""",Yes,Calgary,499,7,Express,Earthy Tones,Original,Real,Kid Room,Energetic,Dim Light,,Young Professionals,2025-08-07
Vincent,Fantasy,Modern,Oil,"18""x24""",Yes,Montreal,161,3,Express,Warm Tones,Copy,Real,Living Room,Reflective,Bright Light,Lithograph,Interior Designers,2025-08-08
Pablo,Landscape,Impressionism,Acrylic,"20""x30""",Yes,Los Angeles,657,7,Standard,Earthy Tones,Copy,Print,Bedroom,Reflective,Dim Light,Lithograph,Corporate Clients,2025-08-09
Liam,Still Life,Abstract Expressionism,Watercolor,"30""x40""",No,Chicago,404,7,Standard,Warm Tones,Copy,Print,Bedroom,Energetic,Dim Light,Screen Print,Families,2025-08-10
Leonardo,Seascape,Cubism,Charcoal,"18""x24""",No,Vancouver,933,7,Free Shipping,Neutral Tones,Original,Print,Bedroom,Calming,Natural Light,,Interior Designers,2025-08-11
Liam,Portrait,Surrealism,Charcoal,"24""x36""",Yes,New York,890,3,Standard,Earthy Tones,Copy,Real,Bedroom,Calming,Dim Light,Giclée,Art Collectors,2025-08-12
Olivia,Landscape,Impressionism,Acrylic,"20""x30""",Yes,Toronto,450,3,Standard,Warm Tones,Copy,Real,Living Room,Relaxing,Dim Light,,Families,2025-08-13
Vincent,Abstract,Realism,Mixed Media,"18""x24""",No,New York,890,4,Express,Cool Tones,Original,Print,Gallery,Relaxing,Dim Light,,Families,2025-08-14
Olivia,Abstract,Realism,Charcoal,"20""x30""",No,New York,825,5,Free Shipping,Earthy Tones,Original,Real,Kid Room,Joyful,Natural Light,Lithograph,Young Professionals,2025-08-15
Claude,Still Life,Surrealism,Watercolor,"24""x36""",No,New York,907,10,Express,Neutral Tones,Original,Real,Living Room,Calming,Bright Light,Screen Print,Corporate Clients,2025-08-16
Leonardo,Still Life,Realism,Watercolor,"30""x40""",Yes,Vancouver,334,3,Express,Oceanic Tones,Copy,Real,Bedroom,Joyful,Natural Light,Giclée,Interior Designers,2025-08-17
Frida,Seascape,Realism,Oil,"20""x30""",Yes,Los Angeles,640,6,Express,Neutral Tones,Original,Real,Living Room,Reflective,Dim Light,Giclée,Art Collectors,2025-08-18
Jija,Portrait,Realism,Watercolor,"20""x30""",Yes,Montreal,344,4,Free Shipping,Oceanic Tones,Original,Real,Bedroom,Calming,Natural Light,Lithograph,Families,2025-08-19
Jija,Landscape,Impressionism,Watercolor,"16""x20""",No,Montreal,245,9,Free Shipping,Warm Tones,Original,Real,Office,Joyful,Dim Light,Screen Print,Interior Designers,2025-08-20
Jija,Still Life,Abstract Expressionism,Watercolor,"16""x20""",Yes,Montreal,179,6,Express,Warm Tones,Copy,Print,Kid Room,Calming,Dim Light,Lithograph,Families,2025-08-21
Emma,Portrait,Impressionism,Acrylic,"16""x20""",No,New York,785,7,Free Shipping,Warm Tones,Copy,Real,Office,Energetic,Dim Light,,Young Professionals,2025-08-22
Jija,Portrait,Realism,Watercolor,"20""x30""",Yes,Montreal,516,4,Express,Oceanic Tones,Original,Real,Kid Room,Reflective,Bright Light,,Art Collectors,2025-08-23
Frida,Abstract,Surrealism,Charcoal,"24""x36""",No,Montreal,680,4,Standard,Cool Tones,Copy,Print,Office,Energetic,Natural Light,Lithograph,Art Collectors,2025-08-24
Pablo,Portrait,Modern,Oil,"18""x24""",Yes,Miami,605,3,Free Shipping,Earthy Tones,Original,Real,Office,Calming,Natural Light,Screen Print,Art Collectors,2025-08-25
Noah,Abstract,Modern,Charcoal,"30""x40""",No,Calgary,671,4,Standard,Warm Tones,Original,Real,Bedroom,Relaxing,Dim Light,,Young Professionals,2025-08-26
Ava,Landscape,Realism,Acrylic,"18""x24""",No,New York,879,3,Express,Neutral Tones,Copy,Print,Living Room,Relaxing,Bright Light,Giclée,Interior Designers,2025-08-27
Liam,Abstract,Modern,Acrylic,"24""x36""",No,Vancouver,528,9,Express,Neutral Tones,Original,Print,Office,Reflective,Dim Light,Giclée,Interior Designers,2025-08-28
Olivia,Wildlife,Cubism,Mixed Media,"24""x36""",Yes,Vancouver,848,4,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Calming,Dim Light,Lithograph,Art Collectors,2025-08-29
Pablo,Seascape,Cubism,Mixed Media,"20""x30""",Yes,Montreal,197,6,Express,Oceanic Tones,Copy,Real,Living Room,Relaxing,Bright Light,Lithograph,Families,2025-08-30
Leonardo,Abstract,Cubism,Oil,"18""x24""",No,Miami,450,10,Free Shipping,Neutral Tones,Original,Real,Bedroom,Joyful,Dim Light,Screen Print,Interior Designers,2025-08-31
Leonardo,Fantasy,Surrealism,Charcoal,"18""x24""",No,Vancouver,663,8,Free Shipping,Earthy Tones,Copy,Print,Bedroom,Energetic,Dim Light,,Families,2025-09-01
Jija,Fantasy,Cubism,Watercolor,"30""x40""",No,Montreal,528,8,Standard,Warm Tones,Original,Print,Gallery,Reflective,Natural Light,,Corporate Clients,2025-09-02
Liam,Still Life,Modern,Charcoal,"30""x40""",Yes,Calgary,605,6,Express,Neutral Tones,Original,Real,Gallery,Relaxing,Natural Light,,Families,2025-09-03
Frida,Portrait,Abstract Expressionism,Watercolor,"20""x30""",No,New York,913,7,Free Shipping,Oceanic Tones,Original,Real,Gallery,Reflective,Dim Light,Giclée,Interior Designers,2025-09-04
Leonardo,Wildlife,Cubism,Charcoal,"16""x20""",No,Montreal,157,9,Free Shipping,Neutral Tones,Copy,Print,Living Room,Relaxing,Natural Light,,Interior Designers,2025-09-05
Claude,Wildlife,Cubism,Charcoal,"20""x30""",Yes,Calgary,352,7,Free Shipping,Neutral Tones,Original,Print,Kid Room,Joyful,Natural Light,Lithograph,Corporate Clients,2025-09-06
Emma,Wildlife,Realism,Acrylic,"20""x30""",Yes,Los Angeles,245,9,Express,Cool Tones,Original,Real,Kid Room,Energetic,Natural Light,Lithograph,Interior Designers,2025-09-07
Noah,Wildlife,Abstract Expressionism,Oil,"18""x24""",Yes,New York,234,9,Standard,Warm Tones,Copy,Real,Gallery,Reflective,Dim Light,Giclée,Corporate Clients,2025-09-08
Vincent,Abstract,Modern,Charcoal,"30""x40""",No,Los Angeles,774,8,Free Shipping,Warm Tones,Original,Real,Office,Calming,Bright Light,,Corporate Clients,2025-09-09
Jija,Landscape,Abstract Expressionism,Watercolor,"18""x24""",Yes,Montreal,450,10,Standard,Warm Tones,Copy,Real,Gallery,Calming,Dim Light,,Families,2025-09-10
Leonardo,Abstract,Abstract Expressionism,Mixed Media,"16""x20""",Yes,Vancouver,225,10,Standard,Cool Tones,Copy,Real,Gallery,Calming,Dim Light,Screen Print,Young Professionals,2025-09-11
Noah,Seascape,Realism,Acrylic,"30""x40""",No,Los Angeles,161,4,Standard,Earthy Tones,Original,Real,Gallery,Joyful,Natural Light,Lithograph,Young Professionals,2025-09-12
Olivia,Fantasy,Cubism,Acrylic,"16""x20""",Yes,Montreal,848,9,Free Shipping,Cool Tones,Copy,Print,Gallery,Joyful,Bright Light,Lithograph,Families,2025-09-13
Olivia,Wildlife,Realism,Oil,"30""x40""",No,New York,933,9,Free Shipping,Neutral Tones,Original,Real,Bedroom,Calming,Bright Light,Giclée,Corporate Clients,2025-09-14
Frida,Seascape,Surrealism,Charcoal,"16""x20""",Yes,Toronto,234,7,Free Shipping,Warm Tones,Original,Real,Office,Energetic,Bright Light,,Young Professionals,2025-09-15
Vincent,Landscape,Realism,Watercolor,"24""x36""",Yes,Chicago,384,5,Express,Warm Tones,Copy,Real,Living Room,Energetic,Dim Light,Screen Print,Corporate Clients,2025-09-16
Liam,Still Life,Surrealism,Oil,"20""x30""",No,Montreal,644,8,Standard,Cool Tones,Copy,Print,Bedroom,Reflective,Bright Light,Giclée,Young Professionals,2025-09-17
Ava,Abstract,Modern,Acrylic,"18""x24""",Yes,Montreal,879,9,Free Shipping,Cool Tones,Copy,Real,Living Room,Joyful,Bright Light,Screen Print,Corporate Clients,2025-09-18
Pablo,Landscape,Surrealism,Watercolor,"16""x20""",Yes,Vancouver,704,6,Express,Warm Tones,Original,Real,Bedroom,Reflective,Dim Light,,Art Collectors,2025-09-19
Pablo,Portrait,Realism,Oil,"20""x30""",Yes,New York,719,7,Express,Warm Tones,Original,Real,Kid Room,Energetic,Bright Light,Lithograph,Art Collectors,2025-09-20
Ava,Landscape,Surrealism,Mixed Media,"16""x20""",No,Montreal,853,3,Express,Oceanic Tones,Original,Real,Kid Room,Reflective,Dim Light,,Families,2025-09-21
Emma,Landscape,Realism,Charcoal,"20""x30""",No,Toronto,508,4,Standard,Neutral Tones,Copy,Real,Kid Room,Reflective,Dim Light,Screen Print,Art Collectors,2025-09-22
Frida,Seascape,Modern,Charcoal,"30""x40""",No,Montreal,699,9,Express,Neutral Tones,Original,Print,Bedroom,Joyful,Bright Light,,Young Professionals,2025-09-23
Vincent,Landscape,Impressionism,Mixed Media,"20""x30""",Yes,Vancouver,450,5,Standard,Earthy Tones,Copy,Print,Kid Room,Reflective,Natural Light,,Interior Designers,2025-09-24
Frida,Still Life,Realism,Mixed Media,"16""x20""",No,Toronto,221,3,Standard,Cool Tones,Original,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Families,2025-09-25
Pablo,Portrait,Realism,Oil,"30""x40""",No,Chicago,663,7,Express,Neutral Tones,Original,Real,Bedroom,Joyful,Dim Light,,Young Professionals,2025-09-26
Claude,Landscape,Surrealism,Charcoal,"30""x40""",No,Chicago,657,4,Free Shipping,Oceanic Tones,Copy,Real,Bedroom,Calming,Natural Light,Screen Print,Interior Designers,2025-09-27
Emma,Still Life,Realism,Oil,"18""x24""",No,New York,294,7,Standard,Earthy Tones,Original,Real,Bedroom,Calming,Bright Light,Giclée,Interior Designers,2025-09-28
Noah,Abstract,Abstract Expressionism,Watercolor,"24""x36""",Yes,Calgary,715,9,Free Shipping,Neutral Tones,Copy,Real,Kid Room,Relaxing,Dim Light,Fine Art Print,Art Collectors,2025-09-29
Emma,Wildlife,Cubism,Watercolor,"24""x36""",No,Miami,771,10,Express,Earthy Tones,Original,Real,Kid Room,Calming,Dim Light,,Families,2025-09-30
Jija,Abstract,Realism,Watercolor,"18""x24""",No,Montreal,231,6,Free Shipping,Earthy Tones,Copy,Print,Kid Room,Calming,Dim Light,Screen Print,Art Collectors,2025-10-01
Olivia,Still Life,Surrealism,Oil,"16""x20""",No,Los Angeles,875,6,Express,Cool Tones,Original,Print,Gallery,Relaxing,Dim Light,Lithograph,Families,2025-10-02
Liam,Fantasy,Cubism,Acrylic,"16""x20""",No,Vancouver,782,8,Express,Cool Tones,Copy,Real,Kid Room,Energetic,Natural Light,Screen Print,Interior Designers,2025-10-03
Emma,Seascape,Surrealism,Mixed Media,"16""x20""",Yes,Toronto,231,7,Standard,Neutral Tones,Original,Real,Gallery,Energetic,Bright Light,,Young Professionals,2025-10-04
Olivia,Still Life,Surrealism,Charcoal,"24""x36""",No,New York,785,5,Express,Oceanic Tones,Original,Print,Office,Calming,Dim Light,,Corporate Clients,2025-10-05
Frida,Wildlife,Realism,Watercolor,"20""x30""",Yes,Los Angeles,854,4,Free Shipping,Warm Tones,Copy,Print,Office,Calming,Dim Light,Giclée,Families,2025-10-06
Emma,Abstract,Surrealism,Acrylic,"18""x24""",Yes,Toronto,149,3,Express,Oceanic Tones,Copy,Print,Bedroom,Joyful,Dim Light,,Families,2025-10-07
Jija,Seascape,Cubism,Watercolor,"16""x20""",No,Montreal,918,6,Express,Warm Tones,Original,Print,Bedroom,Energetic,Natural Light,Giclée,Interior Designers,2025-10-08
Emma,Wildlife,Impressionism,Watercolor,"18""x24""",Yes,Miami,785,6,Standard,Cool Tones,Copy,Print,Living Room,Reflective,Bright Light,Giclée,Interior Designers,2025-10-09
Pablo,Landscape,Modern,Oil,"18""x24""",No,Montreal,644,7,Standard,Earthy Tones,Copy,Real,Office,Reflective,Bright Light,Screen Print,Young Professionals,2025-10-10
Claude,Abstract,Impressionism,Mixed Media,"16""x20""",No,New York,707,7,Free Shipping,Earthy Tones,Copy,Print,Living Room,Reflective,Dim Light,Giclée,Interior Designers,2025-10-11
Frida,Abstract,Cubism,Charcoal,"30""x40""",No,Calgary,127,5,Standard,Cool Tones,Copy,Real,Gallery,Relaxing,Dim Light,Giclée,Corporate Clients,2025-10-12
Ava,Landscape,Modern,Oil,"30""x40""",No,Vancouver,539,3,Standard,Earthy Tones,Copy,Print,Kid Room,Joyful,Dim Light,Fine Art Print,Families,2025-10-13
Leonardo,Landscape,Surrealism,Watercolor,"16""x20""",No,Miami,816,7,Standard,Warm Tones,Original,Print,Bedroom,Joyful,Dim Light,,Corporate Clients,2025-10-14
Leonardo,Landscape,Impressionism,Acrylic,"18""x24""",Yes,Calgary,848,6,Express,Cool Tones,Original,Print,Bedroom,Joyful,Bright Light,Lithograph,Art Collectors,2025-10-15
Vincent,Landscape,Abstract Expressionism,Mixed Media,"24""x36""",Yes,Miami,245,9,Standard,Warm Tones,Copy,Real,Living Room,Energetic,Natural Light,Screen Print,Interior Designers,2025-10-16
Frida,Portrait,Surrealism,Watercolor,"24""x36""",Yes,Toronto,558,7,Free Shipping,Cool Tones,Original,Real,Living Room,Reflective,Dim Light,Screen Print,Art Collectors,2025-10-17
Leonardo,Landscape,Cubism,Watercolor,"20""x30""",Yes,Montreal,348,4,Standard,Neutral Tones,Original,Print,Kid Room,Joyful,Dim Light,Fine Art Print,Art Collectors,2025-10-18
Vincent,Wildlife,Abstract Expressionism,Mixed Media,"18""x24""",No,Chicago,785,6,Standard,Neutral Tones,Original,Real,Kid Room,Calming,Natural Light,Fine Art Print,Interior Designers,2025-10-19
Frida,Still Life,Realism,Oil,"20""x30""",Yes,Los Angeles,212,7,Express,Neutral Tones,Original,Print,Gallery,Reflective,Dim Light,Screen Print,Families,2025-10-20
Leonardo,Abstract,Surrealism,Charcoal,"30""x40""",Yes,Toronto,605,3,Express,Earthy Tones,Original,Real,Kid Room,Joyful,Dim Light,Lithograph,Interior Designers,2025-10-21
Jija,Wildlife,Abstract Expressionism,Watercolor,"24""x36""",No,Montreal,924,5,Free Shipping,Warm Tones,Original,Print,Living Room,Calming,Bright Light,Screen Print,Art Collectors,2025-10-22
Vincent,Seascape,Surrealism,Watercolor,"16""x20""",No,Calgary,539,3,Express,Oceanic Tones,Copy,Print,Living Room,Joyful,Dim Light,Screen Print,Interior Designers,2025-10-23
Pablo,Landscape,Impressionism,Oil,"30""x40""",Yes,New York,294,4,Express,Cool Tones,Original,Real,Kid Room,Reflective,Natural Light,Fine Art Print,Art Collectors,2025-10-24
Ava,Wildlife,Impressionism,Oil,"20""x30""",No,Calgary,785,10,Standard,Earthy Tones,Copy,Real,Office,Energetic,Natural Light,Giclée,Families,2025-10-25
Leonardo,Fantasy,Realism,Acrylic,"18""x24""",Yes,Montreal,663,4,Express,Cool Tones,Original,Real,Bedroom,Calming,Natural Light,,Art Collectors,2025-10-26
Olivia,Fantasy,Modern,Oil,"30""x40""",No,New York,404,10,Express,Earthy Tones,Original,Real,Kid Room,Calming,Bright Light,,Art Collectors,2025-10-27
Leonardo,Portrait,Modern,Charcoal,"24""x36""",No,Miami,956,9,Express,Earthy Tones,Copy,Real,Office,Calming,Bright Light,Giclée,Corporate Clients,2025-10-28
